audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db,audio_classification,sustained_duration_sec
AUD_TRIP_001_276,TRIP_001,2024-10-25 08:19:36,276,53.0,normal,0
AUD_TRIP_001_277,TRIP_001,2024-10-25 08:19:37,277,50.2,normal,0
AUD_TRIP_001_278,TRIP_001,2024-10-25 08:19:38,278,52.3,normal,0
AUD_TRIP_001_279,TRIP_001,2024-10-25 08:19:39,279,55.1,normal,0
AUD_TRIP_001_280,TRIP_001,2024-10-25 08:19:40,280,48.5,normal,0
AUD_TRIP_001_281,TRIP_001,2024-10-25 08:19:41,281,54.8,normal,0
AUD_TRIP_001_282,TRIP_001,2024-10-25 08:19:42,282,53.7,normal,0
AUD_TRIP_001_283,TRIP_001,2024-10-25 08:19:43,283,50.0,normal,0
AUD_TRIP_001_284,TRIP_001,2024-10-25 08:19:44,284,47.8,normal,0
AUD_TRIP_001_285,TRIP_001,2024-10-25 08:19:45,285,52.1,normal,0
AUD_TRIP_001_286,TRIP_001,2024-10-25 08:19:46,286,54.9,normal,0
AUD_TRIP_001_287,TRIP_001,2024-10-25 08:19:47,287,53.9,normal,0
AUD_TRIP_001_288,TRIP_001,2024-10-25 08:19:48,288,56.9,normal,0
AUD_TRIP_001_289,TRIP_001,2024-10-25 08:19:49,289,57.1,normal,0
AUD_TRIP_001_290,TRIP_001,2024-10-25 08:19:50,290,57.4,normal,0
AUD_TRIP_001_291,TRIP_001,2024-10-25 08:19:51,291,57.3,normal,0
AUD_TRIP_001_292,TRIP_001,2024-10-25 08:19:52,292,54.5,normal,0
AUD_TRIP_001_293,TRIP_001,2024-10-25 08:19:53,293,52.2,normal,0
AUD_TRIP_001_294,TRIP_001,2024-10-25 08:19:54,294,56.4,normal,0
AUD_TRIP_001_295,TRIP_001,2024-10-25 08:19:55,295,58.6,normal,0
AUD_TRIP_001_296,TRIP_001,2024-10-25 08:19:56,296,52.7,normal,0
AUD_TRIP_001_297,TRIP_001,2024-10-25 08:19:57,297,52.9,normal,0
AUD_TRIP_001_298,TRIP_001,2024-10-25 08:19:58,298,51.7,normal,0
AUD_TRIP_001_299,TRIP_001,2024-10-25 08:19:59,299,51.4,normal,0
AUD_TRIP_001_300,TRIP_001,2024-10-25 08:20:00,300,54.4,normal,0
AUD_TRIP_001_301,TRIP_001,2024-10-25 08:20:01,301,50.7,normal,0
AUD_TRIP_001_302,TRIP_001,2024-10-25 08:20:02,302,60.0,normal,0
AUD_TRIP_001_303,TRIP_001,2024-10-25 08:20:03,303,55.7,normal,0
AUD_TRIP_001_304,TRIP_001,2024-10-25 08:20:04,304,55.9,normal,0
AUD_TRIP_001_305,TRIP_001,2024-10-25 08:20:05,305,48.3,normal,0
AUD_TRIP_001_306,TRIP_001,2024-10-25 08:20:06,306,54.2,normal,0
AUD_TRIP_001_307,TRIP_001,2024-10-25 08:20:07,307,53.5,normal,0
AUD_TRIP_001_308,TRIP_001,2024-10-25 08:20:08,308,52.9,normal,0
AUD_TRIP_001_309,TRIP_001,2024-10-25 08:20:09,309,63.3,normal,0
AUD_TRIP_001_310,TRIP_001,2024-10-25 08:20:10,310,52.9,normal,0
AUD_TRIP_001_311,TRIP_001,2024-10-25 08:20:11,311,52.3,normal,0
AUD_TRIP_001_312,TRIP_001,2024-10-25 08:20:12,312,56.3,normal,0
AUD_TRIP_001_313,TRIP_001,2024-10-25 08:20:13,313,58.4,normal,0
AUD_TRIP_001_314,TRIP_001,2024-10-25 08:20:14,314,61.1,normal,0
AUD_TRIP_001_315,TRIP_001,2024-10-25 08:20:15,315,52.0,normal,0
